BRIDGE NAME,EASTING,NORTHING,OWNER
YEO MILL (N),284254,126397,Devon County Council
AFFETON CASTLE FOOTBRIDGE,274924,113669,Devon County Council
AFFETON MILL,275441,113245,Devon County Council
AFFETON MILL LEAT,275500,113284,Devon County Council
ASHMOOR,280044,120991,Devon County Council
ASHWATER,278001,120862,Devon County Council
BARHAM,274638,133589,Devon County Council
BARTON,279181,128920,Devon County Council
BENDLEGATE,274974,129667,Devon County Council
BICKNOR,273846,127936,Devon County Council
BLAKEWELL,269109,130702,Devon County Council
BOMMER RIVER,282117,126371,Devon County Council
BRADBURY FARMS CROSS,266561,126215,Devon County Council
BRADBURY MILE HOUSE ROAD,266549,126141,Devon County Council
BRAY MILL LODGE,267403,125717,Devon County Council
BRAYLEY,269066,130323,Devon County Council
BRIGHTLEY,262154,122288,Devon County Council
BRINSWORTHY,274718,131196,Devon County Council
BROOKLAND,271069,115411,Devon County Council
BROOKLANDS PIXIEWEEK,272797,121520,Devon County Council
CAWSEYS MEETHE MILL,267699,122772,Devon County Council
CHALLACOMBE,270952,115973,Devon County Council
CHARLES BOTTOM,268325,131310,Devon County Council
CHELDON,273845,112867,Devon County Council
COTT ASH MILL,278453,123525,Devon County Council
CREACOMBE BARTON FOOTBRIDGE,281997,119664,Devon County Council
CROWDHOLE,281225,118099,Devon County Council
DRAYFORD CULVERT,278058,113770,Devon County Council
DUNSLEY,285163,126514,Devon County Council
ELWORTHY,285295,115847,Devon County Council
FARRIERS COTTAGE,271156,115479,Devon County Council
FORD,267132,115821,Devon County Council
GRILSTONE,273152,124340,Devon County Council
HALFSBURY,261853,117369,Devon County Council
HEASLEY MILL,273806,132159,Devon County Council
HEASLEY MILL LEAT,273785,132168,Unknown
HOLMES,277139,113433,Devon County Council
HOWARDS MILL,267468,120628,Devon County Council
HUNGERFORD,262103,116792,Devon County Council
KEMPSTOWN,272826,121598,Devon County Council
KNOWSTONE MILL,281373,123299,Devon County Council
LAMBSCOMBE,276838,129139,Devon County Council
LINKLEYHAM,269605,132522,Devon County Council
LITTLE WITHERIDGE,276288,113127,Devon County Council
LOWER FYLDON,273763,133681,Devon County Council
MALSON AND WILSON,283491,117542,Devon County Council
MESHAW MILL,275701,120468,Devon County Council
MILL (FLITTON),271612,130975,Devon County Council
MINES,273803,132886,Devon County Council
MOLE,267662,122958,Devon County Council
MONEYHOLE MOLLAND,280600,128279,Devon County Council
MORNACOTT,276638,126328,Devon County Council
NEWTOWN,269323,132493,Devon County Council
OWLABOROUGH,283133,123286,Devon County Council
PARK,274995,123617,Devon County Council
PARK MILL,269674,113841,Devon County Council
PRESCOTT,276343,119561,Devon County Council
PULSWORTHY,278896,129858,Devon County Council
QUEEN DART,284026,116534,Devon County Council
RACKENFORD,285144,117623,Devon County Council
RAWSTONE,274816,125744,Devon County Council
ROACH HILL,281775,128362,Devon County Council
ROCK,283439,123000,Devon County Council
ROCKS,267821,127605,Devon County Council
SMALLACOMBE,285859,125250,Devon County Council
SHALLOWFORD,268150,128567,Devon County Council
SHAPCOTT,285145,123914,Devon County Council
SHEEPWASH FORD FOOTBRIDGE,279251,127279,Devon County Council
SKENTAWAY,270543,137366,Devon County Council
SPITTLE,268349,118083,Devon County Council
STOWFORD,262772,126389,Devon County Council
STOWFORD (N.MOLTON),271235,131876,Devon County Council
THREE HORSESHOES,275922,125627,Devon County Council
TRUNK,268183,115777,Devon County Council
TWITCHEN MILL,278769,130078,Devon County Council
WADHAM,282205,123629,Devon County Council
WATERGATE,261867,125209,Devon County Council
WEEK,273531,116754,Devon County Council
WELLAND,280016,123517,Devon County Council
WEST WORLINGTON,276931,113329,Devon County Council
WHITEFIELD,270131,135752,Devon County Council
YEO,275793,123068,Devon County Council
GRILSTONE FB,273109,124331,Devon County Council
HUNTACOTT,270084,114779,Devon County Council
WATERTOWN FB,266138,121345,Devon County Council
FORD CULVERT (EAST),240849,124623,Devon County Council
KINGSFORD,252671,111276,Devon County Council
HUISH,252658,111298,Devon County Council
HUISH FLOOD,252647,111317,Devon County Council
NEW BRIDGE TORRINGTON,249980,118393,Devon County Council
TORRINGTON RAILWAY,248048,119708,Devon County Council
ROTHERN (ROLLE),247952,119707,Devon County Council
BEAM MANSION,247252,120401,Devon County Council
DOWNES (LOXDOWN CROSS),247538,121583,Devon County Council
LANDCROSS RAILWAY,246045,124001,Devon County Council
IRON BRIDGE LANDCROSS,246153,124300,Devon County Council
WOODFORD FLOOD ARCH 3,239894,112527,Devon County Council
WOODFORD FLOOD ARCH 2,239949,112565,Devon County Council
WOODFORD FLOOD ARCH 1,239977,112585,Devon County Council
VINNEYS (DOLTON CLEAVE),256909,111652,Devon County Council
MONSHALL,256889,108919,Devon County Council
TAW,267293,106591,Devon County Council
BROOKLAND (STABDON),265631,107025,Devon County Council
GRAYS,264338,107387,Devon County Council
COCKS,261084,110199,Devon County Council
DURDON,260692,111411,Devon County Council
WOOLLEIGH,252221,117150,Devon County Council
TOWN MILLS TORRINGTON,250053,118317,Devon County Council
CRANFORD MOOR,254565,121155,Devon County Council
JEWELLS WATER,253705,120742,Devon County Council
LEIGHTY WATER (MAIN),252115,119750,Devon County Council
LEIGHTY WATER (SIDE),252104,119761,Devon County Council
TADDIPORT,248813,118727,Devon County Council
WATERGATE,246866,117583,Devon County Council
GORTLAGE CULVERT,246567,117372,Devon County Council
CALVESFORD ROAD,250735,119958,Devon County Council
RICKARDS DOWN (MAIN),242690,127244,Devon County Council
RICKARDS DOWN (SIDE),242676,127236,Devon County Council
ALSCOTT,246323,111328,Devon County Council
AWSLAND,246574,111379,Devon County Council
BABLEIGH WATER,239113,120615,Devon County Council
BEAFORD,254260,114288,Devon County Council
BEAFORD LEAT,254287,114375,Devon County Council
BEAFORD MILL,254289,114398,Devon County Council
BLACK TORRINGTON,246963,106080,Devon County Council
BRANDISE HILL,251504,108602,Devon County Council
BREWERS,239423,122045,Devon County Council
BULKWORTHY MILL,238881,114256,Devon County Council
BURY,250913,110148,Devon County Council
BURYMOOR,252568,111089,Devon County Council
CHALTABOROUGH (PITT),242037,126947,Devon County Council
CHAPPLE WOOD,257169,122152,Devon County Council
CHOPES,247901,121458,Devon County Council
CHURCHWATER,261996,113696,Devon County Council
CLEAVE,240034,114216,Devon County Council
COLEFORD,250234,113256,Devon County Council
COMMON LAKE SOUTH,249231,119834,Devon County Council
COURTICE QUARRY ARCH,239395,121387,Devon County Council
CROOKED LAKE,239535,121717,Devon County Council
DEPFORD,260286,118607,Devon County Council
DIPPERMILL NORTH LEAT,243937,106592,Devon County Council
DIPPERMILL SOUTH LEAT,243910,106578,Devon County Council
DOTHERIDGE,240189,122487,Devon County Council
DOWNMOOR,241040,114683,Devon County Council
FROSTLAKE,249258,113719,Devon County Council
FULFORD,243523,112874,Devon County Council
GIDCOTT MILL,242212,109412,Devon County Council
GLEN,243542,120218,Devon County Council
GORTLAGE,246525,117167,Devon County Council
GREGORYS,247775,106451,Devon County Council
HANKFORD,238764,115201,Devon County Council
HOOPERS WATER,242726,123071,Devon County Council
HORSESHOE,247287,109344,Devon County Council
HUNTSHAW WATER,250539,123684,Devon County Council
LADFORD MILL,242449,111419,Devon County Council
LANGLEY,256573,124816,Devon County Council
LEWORTHY,235923,119507,Devon County Council
LITTLE MARLAND,249912,112253,Devon County Council
LOWER WINSFORD (SOUTH),242749,126565,Devon County Council
MELBURY,236100,119473,Devon County Council
MOORMILL,251497,110262,Devon County Council
NEW,254838,111220,Devon County Council
PARSONAGE WOOD (COURTICES),239343,121226,Devon County Council
PITT,243760,109466,Devon County Council
PLUMPERS,246678,120205,Devon County Council
POWLERS PIECE CULVERT,237043,118369,Devon County Council
PUTFORD FLOOD ARCH,236420,115917,Devon County Council
RAPSON,257382,117756,Devon County Council
RIXLADE,241464,126693,Devon County Council
ROWDEN,244249,111934,Devon County Council
RUDHA,243988,122467,Devon County Council
SHEEPWASH,248612,105746,Devon County Council
STAFFORD,257425,111984,Devon County Council
STOCKBRIDGE,236511,115823,Devon County Council
TANYARD,250433,111363,Devon County Council
TITTYWATER,262130,114425,Devon County Council
TYTHECOTT MILL,241928,118364,Devon County Council
WARD MILL,264224,107974,Devon County Council
WATERTOWN,245363,115068,Devon County Council
WEARE GIFFORD,246291,122926,Devon County Council
WEARE GIFFORD RAILWAY,246153,122697,Devon County Council
WEST HOLE,240414,112309,Devon County Council
WHITSLEIGH DOWN,253820,117199,Devon County Council
WINSWELL,249294,113025,Devon County Council
WOODROW,262106,114493,Devon County Council
YEO,242765,123132,Devon County Council
YEO VALE,242171,123445,Devon County Council
YEO VALE FARM,242133,123485,Devon County Council
ADDISFORD,256195,111825,Devon County Council
ASHBURY,242942,117784,Devon County Council
ASHMOOR,235459,120811,Devon County Council
BARLEY HAYES,247578,116552,Devon County Council
BARLEY HAYES RAILWAY,247518,116542,Devon County Council
BILSFORD WATER,240768,119492,Devon County Council
BOWER,240024,114506,Devon County Council
BRENDON,239678,119436,Devon County Council
BRENT,249756,119626,Devon County Council
BUCKLAND MILL,243522,120201,Devon County Council
CAUTEHILL,243361,111100,Devon County Council
CLAPPER,265804,105068,Devon County Council
COHAM,246196,106437,Devon County Council
COMMON LAKE (EAST),249345,119828,Devon County Council
COMMON LAKE (WEST),249327,119837,Devon County Council
COOMBE COTT,242894,127299,Devon County Council
DADLAND,259787,119466,Devon County Council
DODSCOTT,254886,119677,Devon County Council
DOWNES RAILWAY,247557,121594,Devon County Council
DUNDRIDGE,239494,121739,Devon County Council
DYMSDALE,240773,122713,Devon County Council
FAIROAK,249731,123054,Devon County Council
FAIROAK (SOUTH),249744,123008,Devon County Council
FOXDOWN (PARKHAM),238280,122354,Devon County Council
GLASS WATER,254591,125005,Devon County Council
HADDACOTT,251247,123861,Devon County Council
HAYTOWN,238307,114257,Devon County Council
HEALE WOOD,261961,114512,Devon County Council
HEMBURY,242943,117807,Devon County Council
HOARSHOUSE,255092,123797,Devon County Council
HOLLOCOMBE,263558,111064,Devon County Council
HOLWELL,237941,122801,Devon County Council
HUNTSHAW MILL,249293,122556,Devon County Council
HUXDITCH,248937,112155,Devon County Council
HUXHILL WOOD,249716,123092,Devon County Council
IVY HOUSE,239532,122789,Devon County Council
KINGFORD (MARLAND),247746,113210,Devon County Council
KINGSCOTT HILL,254188,117808,Devon County Council
LADFORD,243403,111342,Devon County Council
LANGTREE COMMON,246336,116137,Devon County Council
LAXFORD,259173,120039,Devon County Council
LEACH,262810,110751,Devon County Council
LIBBEAR,245445,106698,Devon County Council
LILLYFORD,238131,122224,Devon County Council
LOWER WINSFORD (NORTH),242750,126574,Devon County Council
LYDELAND,239980,118050,Devon County Council
MERTON VILLA,253607,118788,Devon County Council
MILL (HIGH BICKINGTON),258898,120574,Devon County Council
MILL (LANDCROSS),245370,123503,Devon County Council
MOORWATER,260951,113376,Devon County Council
MOORWATER NORTH,260897,113402,Devon County Council
MONKLEIGH MILL,243478,121274,Devon County Council
MONSHALL,256904,108965,Devon County Council
NETHERCOTT,237629,121834,Devon County Council
NEWCOURT BARTON,250106,107139,Devon County Council
NEWHAVEN,239332,122124,Devon County Council
NEWTON MILL (NEWTON STPETROCK),241220,111790,Devon County Council
LADFORD MILL (SOUTH),242530,111388,Devon County Council
NORWOOD,249318,120578,Devon County Council
OAKENHILL,256105,122265,Devon County Council
OLD ROTHERN,247909,119742,Devon County Council
PENSFORD,264321,111987,Devon County Council
PITTFORD,265921,109988,Devon County Council
PORTFORD,256152,124991,Devon County Council
ROBOROUGH,256113,116875,Devon County Council
ROOKS,255996,124832,Devon County Council
SHALLOWFORD,250600,118436,Devon County Council
STONY,256033,111708,Devon County Council
STONEYFORD (EAST),254288,118397,Devon County Council
STONEYFORD (WEST),254221,118347,Devon County Council
STOWFORD,238650,115500,Devon County Council
STOWFORD (LITTLE TORRINGTON),248425,115638,Devon County Council
TEN OAKS,256255,117171,Devon County Council
TRIGGERS HILL,255244,116046,Devon County Council
TYTHECOTT,241385,117711,Devon County Council
UPCOTT AVENAL,247903,107746,Devon County Council
VENN,237468,116707,Devon County Council
VENMILLS,239269,118113,Devon County Council
VENTON,244053,121251,Devon County Council
WATERTOWN (EAST),245457,115120,Devon County Council
WEEK BOTTOM,252357,118658,Devon County Council
WINSWOOD,263891,115331,Devon County Council
WINSWOOD COTTAGE,264033,115296,Devon County Council
WOODHOUSE,245046,116350,Devon County Council
WOODWALL,242683,117549,Devon County Council
WOOLEIGH MILL,253338,117292,Devon County Council
BUCKLAND WOOD,247578,108774,Unknown
QUARRY PARK WOOD,256962,122484,Unknown
SERVICE BRIDLEWAY BRIDGE,247763,119224,Devon County Council
SAMPFORD BRIDGE,251639,69952,Devon County Council
MARSH FARM FB,325898,99584,Devon County Council
ROCK PARK,255983,131942,Devon County Council
DIPPERMILL CULVERT,243869,106566,Devon County Council
CLAPPER LANE RIVER,316323,101180,Devon County Council
BREWERY COTTAGE BRIDGE,278435,56177,Devon County Council
LAMERTON,235136,104674,Devon County Council
MOLE FOOTBRIDGE,272264,125776,Devon County Council
MOLE FLOOD ARCH WEST F.B.,272234,125785,Devon County Council
SAMPFORD PEVERELL FOOTBRIDGE,302983,114189,Devon County Council
SALMON POOL ARCHES,292726,90707,Devon County Council
WOODPLACE LANE FOOTBRIDGE,288197,113045,Devon County Council
ROLLS FARM BRIDGE,289745,90956,Devon County Council
NEWTON ABBOT STATION FB,286773,70834,Devon County Council
RINGSLADE,284774,72807,Devon County Council
OLD CORYTON FOOTBRIDGE,327265,99057,Devon County Council
STOKE BEACH STEPS,256648,46673,Devon County Council
BELLE CROSS FOOTBRIDGE,273932,44616,Devon County Council
COLLAFORD BRIDGE,281379,50920,Devon County Council
HILL LANE CULVERT,295002,93225,Devon County Council
WILFORD ARCH,279882,79715,Devon County Council
BRIMFORD SOUTH,228245,117221,Devon County Council
DOCTON,224587,121260,Devon County Council
WILFORD (YEO COPSE) CULVERT,279919,79767,Devon County Council
SWALLERTON GATE CULVERT,274249,80998,Devon County Council
DEEPWAY CULVERT,246432,88705,Devon County Council
ROUND CULVERT,245373,84601,Devon County Council
COLLEGE LANE FOOTBRIDGE,290019,90607,Devon County Council
FARWOOD BARTON FB,320346,95253,Devon County Council
RECORDS PLACE FB,320170,91527,Devon County Council
RULL FB,320474,97787,Devon County Council
KITTITOE FOOTBRIDGE,266067,146797,Devon County Council
CHALLACOMBE FORD FB,269361,140968,Devon County Council
BLACKPOOL FARM,285149,48285,Devon County Council
EDGECOMBE MILL POND,281471,55467,Devon County Council
LONGHAM FOOTBRIDGE,247406,83310,Devon County Council
PENNYCOMEQUICK,251444,74056,Devon County Council
HIGHER QUARRY,252049,73809,Devon County Council
ROCK VALLEY HOUSE,248670,65072,Devon County Council
SPREACOMBE RIVER,249571,140320,Devon County Council
SOUTHELLA ROAD DEVONPORT LEAT,252546,67858,Unknown
BICKHAM,248839,65965,Devon County Council
BECKAMOOR CLAPPER,255847,102958,Devon County Council
LOTHERN CULVERT,259492,53877,Devon County Council
MULLACOTT CROSS SHEEP CREEP,251347,145084,Devon County Council
LOWER STREET,287799,51167,Unknown
MAINSTONE,252184,136210,Devon County Council
STATION ROAD ARMCOS,302783,107721,Devon County Council
RIVER CULM CULVERT,302813,107703,Devon County Council
HORSEBROOK CLAPPER,271064,58543,Devon County Council
FINGLE LEAT CLAPPER,274306,89918,Devon County Council
BECKFORD PACKHORSE,326519,101477,Devon County Council
ROLLE ROAD ARCH,249893,118702,Devon County Council
TOLCHMOOR SLAB,257836,61708,Devon County Council
TOLCHMOOR PIPE,257856,61710,Devon County Council
KENTON CULVERT,295913,83296,Devon County Council
HULHAM BRIDGE,300759,81964,Devon County Council
RUDDIVER CATTLE CREEP,243410,77532,Unknown
TEIGNMOUTH STATION SUBWAY,294174,73069,Devon County Council
FORDBARN CROSS CATTLE CREEP,278280,58583,Unknown
VENN QUARRY CULVERT,258488,130693,Devon County Council
LILLY CULVERT,258324,133220,Devon County Council
PUTSBOROUGH FORD AND FB,244826,140200,Devon County Council
DEAN FORD AND FB,263252,145197,Devon County Council
RADSBURY FORD AND FB,271770,146053,Devon County Council
SLOCOMBESLADE FORD AND FB,277445,147054,Devon County Council
WRAFTON FB,249307,135704,Devon County Council
SHUTTERN FORD AND FB,288097,97946,Devon County Council
MUDDLEBRIDGE OLD,252298,132497,Devon County Council
LAG HILL CULVERT,287076,106129,Devon County Council
BARTON CRESCENT,295426,76768,Devon County Council
MARSDON FARM FORD AND FB,290108,76930,Devon County Council
AFFALAND MOOR,231379,100324,Devon County Council
SOUTH FORD CULVERT,267606,124058,Devon County Council
WHIMPLE STATION CULVERT,304440,97318,Devon County Council
FORD FLOOD SPAN ARMCO,281536,63838,Devon County Council
PAYHEMBURY FORD FB,308924,101666,Devon County Council
NEW BRIDGE ARCHES,250021,118396,Devon County Council
BATTISHORNE RLY FB,315325,99877,Devon County Council
ABBEY GATE CULVERT,329178,97080,Devon County Council
KING STREET CULVERT,315986,100431,Unknown
WHITEBRIDGES ESTATE CULVERT,315982,99997,Unknown
CHURCH STREET BRAUNTON,248962,137036,Devon County Council
AXMOUTH SEATON SIDE SPAN,325244,89974,Devon County Council
BAPTON FARM FORD AND FB,300904,82366,Devon County Council
STATION SUBWAY,300007,81099,Devon County Council
EASTACOMBE FB,250639,136089,Devon County Council
SPREYTON WOOD WATER IRISH / FB,272282,97055,Devon County Council
BOWRINGSLEIGH BRIDGE,272312,44348,Devon County Council
HAZELWOOD BRIDGE,272960,53242,Devon County Council
BOLHAM ROAD FB,295353,113486,Devon County Council
CHAGFORD MILL LEAT,269402,87845,Devon County Council
OLD NEWTON ROAD ARCH,281899,77027,Devon County Council
SUMMER CLOSE CULVERT,294829,93671,Devon County Council
WRAY BROOK CULVERT,277155,84224,Devon County Council
HAYNE CROSS FORD AND FB,311144,110526,Devon County Council
LOOSEMORES FARM FORD AND FBS,311873,110249,Devon County Council
POTTERY COTTAGES CULVERT,286855,72720,Devon County Council
MILL HILL CHARDSTOCK,330564,104423,Devon County Council
MILL HILL CHARDSTOCK FB,330563,104428,Devon County Council
WILLAND DOUBLE ARCHES,304050,110312,Devon County Council
WILLAND DRY ARCH,304117,110275,Devon County Council
SPITTLE BRIDGE,231763,114869,Devon County Council
CHESTNUT AVENUE FB,294223,91033,Devon County Council
NEWPORT TUBE,295371,89004,Devon County Council
OAK MARSH FB,291283,90406,Devon County Council
AXNA LEAT BRIDGE,251203,79927,Devon County Council
HIGHER MILL BRIDGE,251542,77630,Devon County Council
COTFORD FLOOD CULVERTS,314123,92237,Devon County Council
HEYWOODS ROAD CULVERT,294164,73232,Devon County Council
PENHILL BRIDGE,252067,133518,Devon County Council
BEADON ARCH,246010,127902,Devon County Council
SQUIRES FOOTBRIDGE ARCHES,258172,126097,Devon County Council
ROUNDHILL FARM FB,260670,73844,Devon County Council
TORR FOOTBRIDGE,257930,51569,Devon County Council
HEMYOCK CHURCH FB,313602,113286,Devon County Council
WOODCOT COTTAGE BURIED ARCHES,273559,38365,Devon County Council
NEWTON POPPLEFORD TWIN BOXES,308984,89788,Devon County Council
NORTH MILL (LOWER),282755,47506,Devon County Council
ALLERFORD FB,294969,76422,Devon County Council
PITT LANE FORD FB,294593,77417,Devon County Council
MILL LEAT CULVERT,280564,60647,Devon County Council
BRUTUS BRIDGE,280725,60571,Devon County Council
LEEFORD PACKHORSE FB,276921,148294,Devon County Council
EASY CULVERT,323965,96882,Devon County Council
BIG UMBORNE FORD & FB,323580,97099,Devon County Council
LITTLE UMBORNE FORD & FB,323590,97170,Devon County Council
WEMBWORTHY DOWN,267142,109661,Unknown
KNOWLE P.O. CULVERT,249278,138481,Devon County Council
RALEIGH TWIN CULVERT,245090,127334,Unknown
BRIDGE END CULVERT,269275,46914,Devon County Council
WEBBER LANE FB,275001,99760,Devon County Council
BARTON FIELDS,257893,132449,Devon County Council
MERRIFIELD ROAD BRIDGE,272889,66439,Devon County Council
MERRIFIELD ARCH,272899,66493,Unknown
LONG PARK CULVERT,276428,70651,Devon County Council
CADHAY HOUSE FB,309286,96521,Devon County Council
NEWLAND FB,283631,116536,Devon County Council
ST THOMAS RAILWAY FOOTPATH,291428,91998,Devon County Council
MANOR DRIVE CULVERT,288060,67343,Devon County Council
VILLAGE CROSS ARMCO,261631,105546,Devon County Council
TOTNES LEAT F.B.,280078,61198,Devon County Council
BONFIRE LANE CULVERT,301035,87284,Unknown
MIREY LANE CULVERT,300994,87191,Unknown
BOW BRIDGE F.B.,329014,98210,Devon County Council
CHADDLEHANGER CULVERT,245399,77406,Devon County Council
TRENTISHOE MILL BRIDGE,263414,146450,Devon County Council
GREENHILL WAY CULVERT,286977,72677,Devon County Council
NADRID COPSE CATTLE CREEP,270369,129221,Devon County Council
TORRINGTON STATION MINERAL RLY,248070,119708,Devon County Council
ORCHARD CLOSE ARCH,325883,95727,Devon County Council
ROTH MILL FOOTBRIDGE,256451,134002,Devon County Council
OLD CASTLE BRIDGE,275090,69299,Devon County Council
STONE LANE FORD & FOOTBRIDGE,299490,84049,Devon County Council
HUDLEY MILL BRIDGE,267785,132573,Devon County Council
PONDGROUND QUARRY ARCH,307284,119398,Devon County Council
LONG BRIDGE EAST ARCH,325572,105466,Devon County Council
LONG BRIDGE WEST ARCH,325484,105488,Devon County Council
BITTADON LANE BRIDGE,254299,141493,Devon County Council
UNDERHILL ARMCO,274607,120362,Devon County Council
VENMOOR FORD AND FOOTBRIDGE,300127,86667,Devon County Council
TEIGNGRACE FOOTBRIDGE,285286,74787,Devon County Council
CHELFHAM FOOTBRIDGE,260842,135748,Devon County Council
LIMESLAKE FOOTBRIDGE,274345,128676,Devon County Council
MIDDLE WASHBOURNE ARCH,279850,54901,Devon County Council
HARCOMBE FOOTBRIDGE,315346,90712,Devon County Council
HAWKCHURCH FOOTBRIDGE,333690,101700,Devon County Council
MILLHAYES IRISH AND FOOTBRIDGE,323788,103430,Devon County Council
OAKHAY BARTON RLY (N),293010,98353,Unknown
OAKHAY BARTON RLY (S),293348,98101,Unknown
SNODBROOK CROSS ARCH,314089,90070,Devon County Council
ERME FOOTBRIDGE,263607,56237,Devon County Council
TESCO SUBWAY,257438,132442,Devon County Council
MOCKHAM DOWN CATTLE CREEP,267091,136070,Devon County Council
MILTON MILL FLOOD ARCH,237736,110302,Devon County Council
CORONATION PARK (COOMBE MUD),287924,51816,Devon County Council
ROSEDOWN CULVERT,227618,124341,Devon County Council
WOTTER PIPE,256253,61729,Devon County Council
EXMOUTH COTTAGES CULVERT,284315,84079,Devon County Council
GIDLEY'S TURN CULVERT,283944,85332,Devon County Council
BRIDGE MEADOW ARCH,327202,96820,Devon County Council
BUCKS MILLS SQUARE CULVERT,235511,123595,Devon County Council
DOWNES (NEW) BRIDGE,285268,99394,Devon County Council
WHEATCROFT ARCH,303590,106156,Devon County Council
TOLCHMOOR SERVICE DUCT,257804,61704,Devon County Council
CHAPPLE LANE FOOTBRIDGE,284820,110837,Devon County Council
SUNNYBROOK COPSE FOOTBRIDGE,284550,110215,Devon County Council
HOLBROOK LANE BRIDGE,304082,114620,Devon County Council
BOEHILL CANAL BRIDGE,303836,114769,Devon County Council
WHITNAGE ROAD BRIDGE,303244,114883,Devon County Council
BROADVIEW FARM BRIDGE,301906,114571,Devon County Council
GREENWAY FARM BRIDGE,300863,114262,Devon County Council
CRAZE LOWMAN BRIDGE,298963,114046,Devon County Council
LITTLE GORNHAY LANE BRIDGE,297072,113779,Devon County Council
BRICKHOUSE HILL BRIDGE,295994,114140,Devon County Council
MIDDLE MILL LANE,302280,107342,Devon County Council
NEWFOUNDLAND WAY BRIDGE,285747,71275,Devon County Council
CHURCHILL ARCH,329888,102093,Devon County Council
MILBURY LANE BRIDGE,294846,87993,Devon County Council
DAYS POTTLES CULVERT,295106,87512,Devon County Council
STOKE CANON MILL RACE ARCH,293866,97377,Devon County Council
STOKE CANON FLOOD ARCH 1,293823,97485,Devon County Council
STOKE CANON FLOOD ARCH 2,293812,97511,Devon County Council
STOKE CANON FLOOD ARCH 3,293783,97611,Devon County Council
BOWBIERHILL FLOOD ARCH,295439,120882,Devon County Council
SANDYGATE MILL ARMCO,286881,74821,Devon County Council
OLD EXETER HILL CULVERT,301931,106907,Devon County Council
BEACON STEPS,288558,50879,Devon County Council
BEACON ROAD WIDENING,288539,50880,Devon County Council
BROWNS BROOK FOOTBRIDGE,295121,76649,Devon County Council
CLEVE ROAD UNDERPASS,255052,132736,Devon County Council
DRIPPING WELL SHEEP CREEP,254630,132875,Devon County Council
HOLLOWCOMBE SHEEP CREEP,253912,133114,Devon County Council
NORTH LANE SHEEP CREEP,253438,133257,Devon County Council
CLAMPITT SHEEP CREEP,252715,133439,Devon County Council
FREMINGTON VIADUCT,251410,133175,Devon County Council
INSTOW AQUEDUCT,247317,130494,Devon County Council
BRIDGE LANE,247322,130285,Devon County Council
INSTOW STATION CULVERT,247353,130117,Devon County Council
TAPELEY WOOD UNDERPASS,246836,129161,Devon County Council
WEST LIVING UNDERPASS,246739,128886,Devon County Council
CRAMPIT UNDERPASS,246275,128463,Devon County Council
BEADON UNDERPASS,245986,127909,Devon County Council
VINEGAR HILL BRIDGE,245790,126544,Devon County Council
WOOD BARTON ARCH,300812,118476,Devon County Council
MUSBURY POST OFFICE,327379,94606,Devon County Council
RANSCOMBE FOOTBRIDGE,286539,81893,Devon County Council
RYDON LANE FOOTBRIDGE,300102,86695,Devon County Council
MAIDENFORD FOOTBRIDGE,258187,132891,Devon County Council
WESTACOTT FOOTBRIDGE,258045,132585,Devon County Council
TILLY FOOTBRIDGE,251259,69975,Devon County Council
RIVER THRUSHEL FOOTBRIDGE,239272,85140,Devon County Council
GISSAGE ARCH,271783,104686,Devon County Council
LENWOOD ROAD U/B,244363,127918,Devon County Council
LOWER WINSFORD U/B,243006,126622,Devon County Council
WASHFIELD LANE O/B,294547,113824,Devon County Council
LURLEY LANE U/B,292444,115231,Devon County Council
LOXBEARE LANE U/B,291594,116103,Devon County Council
HARES DOWN ROAD O/B,285142,121110,Devon County Council
ASHMILL VIADUCT,278519,123650,Devon County Council
PORT LANE,278368,123712,Devon County Council
PINCOMBE CORNER,277268,124539,Devon County Council
SOUTH HAYNE U/B,276773,125072,Devon County Council
FOLLY LANE O/B,273342,126399,Devon County Council
FORD LANE U/B,270385,127952,Devon County Council
PARK LANE O/B,267515,129270,Devon County Council
DUCKSLAKE LANE U/B,263817,129856,Devon County Council
YARNACOTT O/B,262197,130457,Devon County Council
HARFORD U/B,260347,131523,Devon County Council
ACLAND ROAD O/B,259648,131722,Devon County Council
LANDKEY ROAD O/B,257244,131656,Devon County Council
RUMSAM ROAD FOOTBRIDGE,256978,131496,Devon County Council
LAKE O/B,255524,131373,Devon County Council
ROOKABEAR UNDERPASS,252110,130895,Devon County Council
NEW HOUSE O/B,251545,130417,Devon County Council
HOLMACOTT U/B,250475,129134,Devon County Council
TREYHILL O/B,249250,128590,Devon County Council
BRADAVIN U/B,247695,128153,Devon County Council
BALL HILL O/B,247149,128161,Devon County Council
WASHFIELD LANE CULVERT,294566,113932,Devon County Council
WHIDDON VALLEY LINK CULVERT,257705,132279,Devon County Council
POOR BRIDGE,283904,54809,Devon County Council
CROSS STREET ARCH,257723,147232,Devon County Council
MILLHAYES ROAD FORD & F.B.,323740,103472,Devon County Council
LAMBROOK FOOTBRIDGE,317847,95357,Devon County Council
BUCKERELL FOOTBRIDGE,312712,99452,Devon County Council
CADELEIGH STATION BRIDGE,293884,107741,Devon County Council
COFFINTREE ARCH,287688,103974,Devon County Council
LAWN VISTA FOOTBRIDGE,312778,88065,Devon County Council
PARKFIELDS ARCH,312982,114143,Devon County Council
TEIGNMOUTH SCHOOL FOOTBRIDGE,293803,73339,Devon County Council
